;0
83;004,004_96,[0, array([  4, 240], dtype=int32), 1, array([ 18, 307], dtype=int32), 2, array([ 33, 370], dtype=int32), 3, array([ 53, 433], dtype=int32), 4, array([ 85, 487], dtype=int32), 5, array([131, 528], dtype=int32), 6, array([193, 553], dtype=int32), 7, array([261, 565], dtype=int32), 8, array([329, 560], dtype=int32), 9, array([395, 547], dtype=int32), 10, array([452, 523], dtype=int32), 11, array([502, 487], dtype=int32), 12, array([533, 434], dtype=int32), 13, array([547, 371], dtype=int32), 14, array([549, 303], dtype=int32), 15, array([544, 233], dtype=int32), 16, array([536, 162], dtype=int32), 17, array([ 50, 169], dtype=int32), 18, array([ 73, 127], dtype=int32), 19, array([117, 103], dtype=int32), 20, array([169,  94], dtype=int32), 21, array([220, 103], dtype=int32), 22, array([291,  94], dtype=int32), 23, array([335,  69], dtype=int32), 24, array([386,  62], dtype=int32), 25, array([436,  72], dtype=int32), 26, array([470, 105], dtype=int32), 27, array([265, 163], dtype=int32), 28, array([272, 207], dtype=int32), 29, array([278, 250], dtype=int32), 30, array([285, 294], dtype=int32), 31, array([238, 343], dtype=int32), 32, array([266, 345], dtype=int32), 33, array([294, 347], dtype=int32), 34, array([320, 337], dtype=int32), 35, array([345, 328], dtype=int32), 36, array([115, 206], dtype=int32), 37, array([139, 183], dtype=int32), 38, array([170, 176], dtype=int32), 39, array([204, 190], dtype=int32), 40, array([176, 201], dtype=int32), 41, array([144, 208], dtype=int32), 42, array([329, 172], dtype=int32), 43, array([357, 150], dtype=int32), 44, array([389, 147], dtype=int32), 45, array([419, 160], dtype=int32), 46, array([393, 170], dtype=int32), 47, array([362, 174], dtype=int32), 48, array([210, 454], dtype=int32), 49, array([245, 431], dtype=int32), 50, array([276, 416], dtype=int32), 51, array([302, 421], dtype=int32), 52, array([326, 410], dtype=int32), 53, array([361, 414], dtype=int32), 54, array([400, 425], dtype=int32), 55, array([369, 446], dtype=int32), 56, array([339, 458], dtype=int32), 57, array([312, 464], dtype=int32), 58, array([285, 465], dtype=int32), 59, array([252, 464], dtype=int32), 60, array([225, 449], dtype=int32), 61, array([279, 436], dtype=int32), 62, array([305, 436], dtype=int32), 63, array([330, 430], dtype=int32), 64, array([385, 426], dtype=int32), 65, array([332, 428], dtype=int32), 66, array([307, 435], dtype=int32), 67, array([281, 435], dtype=int32)]
84;004,004_256,[0, array([ 16, 187], dtype=int32), 1, array([ 20, 271], dtype=int32), 2, array([ 27, 353], dtype=int32), 3, array([ 39, 434], dtype=int32), 4, array([ 61, 511], dtype=int32), 5, array([100, 579], dtype=int32), 6, array([153, 632], dtype=int32), 7, array([222, 667], dtype=int32), 8, array([308, 675], dtype=int32), 9, array([394, 670], dtype=int32), 10, array([464, 637], dtype=int32), 11, array([518, 584], dtype=int32), 12, array([557, 519], dtype=int32), 13, array([579, 444], dtype=int32), 14, array([591, 367], dtype=int32), 15, array([602, 288], dtype=int32), 16, array([608, 207], dtype=int32), 17, array([74, 96], dtype=int32), 18, array([110,  55], dtype=int32), 19, array([167,  42], dtype=int32), 20, array([224,  53], dtype=int32), 21, array([277,  77], dtype=int32), 22, array([365,  86], dtype=int32), 23, array([417,  67], dtype=int32), 24, array([473,  61], dtype=int32), 25, array([527,  79], dtype=int32), 26, array([561, 123], dtype=int32), 27, array([317, 148], dtype=int32), 28, array([318, 201], dtype=int32), 29, array([318, 254], dtype=int32), 30, array([319, 309], dtype=int32), 31, array([255, 349], dtype=int32), 32, array([284, 358], dtype=int32), 33, array([316, 365], dtype=int32), 34, array([346, 358], dtype=int32), 35, array([376, 348], dtype=int32), 36, array([133, 161], dtype=int32), 37, array([164, 139], dtype=int32), 38, array([204, 142], dtype=int32), 39, array([238, 170], dtype=int32), 40, array([199, 176], dtype=int32), 41, array([160, 175], dtype=int32), 42, array([393, 178], dtype=int32), 43, array([428, 156], dtype=int32), 44, array([466, 157], dtype=int32), 45, array([496, 181], dtype=int32), 46, array([465, 191], dtype=int32), 47, array([427, 187], dtype=int32), 48, array([197, 470], dtype=int32), 49, array([243, 442], dtype=int32), 50, array([286, 425], dtype=int32), 51, array([317, 432], dtype=int32), 52, array([345, 423], dtype=int32), 53, array([381, 435], dtype=int32), 54, array([419, 465], dtype=int32), 55, array([381, 484], dtype=int32), 56, array([346, 497], dtype=int32), 57, array([316, 500], dtype=int32), 58, array([284, 500], dtype=int32), 59, array([242, 492], dtype=int32), 60, array([215, 470], dtype=int32), 61, array([285, 461], dtype=int32), 62, array([316, 463], dtype=int32), 63, array([344, 459], dtype=int32), 64, array([401, 464], dtype=int32), 65, array([345, 456], dtype=int32), 66, array([317, 461], dtype=int32), 67, array([286, 459], dtype=int32)]
85;004,004_82,[0, array([ 32, 215], dtype=int32), 1, array([ 26, 280], dtype=int32), 2, array([ 22, 343], dtype=int32), 3, array([ 23, 408], dtype=int32), 4, array([ 39, 470], dtype=int32), 5, array([ 75, 519], dtype=int32), 6, array([132, 547], dtype=int32), 7, array([196, 560], dtype=int32), 8, array([267, 564], dtype=int32), 9, array([341, 564], dtype=int32), 10, array([411, 555], dtype=int32), 11, array([473, 533], dtype=int32), 12, array([518, 492], dtype=int32), 13, array([544, 434], dtype=int32), 14, array([555, 370], dtype=int32), 15, array([561, 306], dtype=int32), 16, array([564, 242], dtype=int32), 17, array([ 75, 111], dtype=int32), 18, array([102,  65], dtype=int32), 19, array([150,  42], dtype=int32), 20, array([204,  40], dtype=int32), 21, array([254,  56], dtype=int32), 22, array([349,  54], dtype=int32), 23, array([400,  40], dtype=int32), 24, array([455,  46], dtype=int32), 25, array([502,  72], dtype=int32), 26, array([526, 121], dtype=int32), 27, array([296, 125], dtype=int32), 28, array([293, 159], dtype=int32), 29, array([290, 192], dtype=int32), 30, array([286, 227], dtype=int32), 31, array([232, 291], dtype=int32), 32, array([258, 293], dtype=int32), 33, array([284, 296], dtype=int32), 34, array([313, 295], dtype=int32), 35, array([341, 292], dtype=int32), 36, array([129, 152], dtype=int32), 37, array([158, 131], dtype=int32), 38, array([192, 130], dtype=int32), 39, array([223, 153], dtype=int32), 40, array([191, 158], dtype=int32), 41, array([157, 159], dtype=int32), 42, array([372, 157], dtype=int32), 43, array([407, 136], dtype=int32), 44, array([440, 139], dtype=int32), 45, array([466, 163], dtype=int32), 46, array([439, 168], dtype=int32), 47, array([405, 164], dtype=int32), 48, array([168, 404], dtype=int32), 49, array([212, 379], dtype=int32), 50, array([257, 363], dtype=int32), 51, array([282, 370], dtype=int32), 52, array([309, 365], dtype=int32), 53, array([349, 384], dtype=int32), 54, array([390, 415], dtype=int32), 55, array([346, 427], dtype=int32), 56, array([306, 426], dtype=int32), 57, array([277, 426], dtype=int32), 58, array([250, 425], dtype=int32), 59, array([209, 422], dtype=int32), 60, array([185, 402], dtype=int32), 61, array([255, 391], dtype=int32), 62, array([281, 393], dtype=int32), 63, array([308, 392], dtype=int32), 64, array([374, 412], dtype=int32), 65, array([307, 400], dtype=int32), 66, array([279, 400], dtype=int32), 67, array([253, 399], dtype=int32)]
86;004,004_181,[0, array([ 23, 201], dtype=int32), 1, array([ 23, 269], dtype=int32), 2, array([ 28, 335], dtype=int32), 3, array([ 34, 401], dtype=int32), 4, array([ 48, 463], dtype=int32), 5, array([ 77, 511], dtype=int32), 6, array([130, 540], dtype=int32), 7, array([194, 553], dtype=int32), 8, array([267, 559], dtype=int32), 9, array([342, 562], dtype=int32), 10, array([416, 557], dtype=int32), 11, array([481, 536], dtype=int32), 12, array([520, 492], dtype=int32), 13, array([538, 435], dtype=int32), 14, array([548, 373], dtype=int32), 15, array([557, 310], dtype=int32), 16, array([564, 244], dtype=int32), 17, array([ 68, 111], dtype=int32), 18, array([105,  75], dtype=int32), 19, array([158,  62], dtype=int32), 20, array([211,  70], dtype=int32), 21, array([260,  96], dtype=int32), 22, array([350, 108], dtype=int32), 23, array([399,  89], dtype=int32), 24, array([454,  89], dtype=int32), 25, array([504, 109], dtype=int32), 26, array([536, 151], dtype=int32), 27, array([300, 160], dtype=int32), 28, array([298, 202], dtype=int32), 29, array([295, 243], dtype=int32), 30, array([292, 285], dtype=int32), 31, array([238, 330], dtype=int32), 32, array([263, 336], dtype=int32), 33, array([288, 342], dtype=int32), 34, array([314, 341], dtype=int32), 35, array([343, 339], dtype=int32), 36, array([118, 170], dtype=int32), 37, array([151, 152], dtype=int32), 38, array([187, 155], dtype=int32), 39, array([223, 180], dtype=int32), 40, array([184, 182], dtype=int32), 41, array([148, 180], dtype=int32), 42, array([377, 193], dtype=int32), 43, array([415, 174], dtype=int32), 44, array([451, 178], dtype=int32), 45, array([481, 201], dtype=int32), 46, array([449, 206], dtype=int32), 47, array([412, 201], dtype=int32), 48, array([177, 428], dtype=int32), 49, array([217, 407], dtype=int32), 50, array([256, 397], dtype=int32), 51, array([287, 407], dtype=int32), 52, array([317, 401], dtype=int32), 53, array([354, 416], dtype=int32), 54, array([392, 443], dtype=int32), 55, array([349, 460], dtype=int32), 56, array([310, 464], dtype=int32), 57, array([278, 465], dtype=int32), 58, array([245, 461], dtype=int32), 59, array([210, 453], dtype=int32), 60, array([191, 428], dtype=int32), 61, array([254, 426], dtype=int32), 62, array([285, 430], dtype=int32), 63, array([315, 430], dtype=int32), 64, array([377, 440], dtype=int32), 65, array([312, 430], dtype=int32), 66, array([281, 430], dtype=int32), 67, array([250, 427], dtype=int32)]
87;004,004_129,[0, array([ -9, 208], dtype=int32), 1, array([ -1, 264], dtype=int32), 2, array([  8, 317], dtype=int32), 3, array([ 17, 370], dtype=int32), 4, array([ 37, 418], dtype=int32), 5, array([ 75, 453], dtype=int32), 6, array([134, 466], dtype=int32), 7, array([198, 469], dtype=int32), 8, array([266, 464], dtype=int32), 9, array([330, 457], dtype=int32), 10, array([385, 446], dtype=int32), 11, array([432, 425], dtype=int32), 12, array([458, 383], dtype=int32), 13, array([465, 327], dtype=int32), 14, array([464, 267], dtype=int32), 15, array([464, 209], dtype=int32), 16, array([459, 149], dtype=int32), 17, array([ 15, 116], dtype=int32), 18, array([43, 78], dtype=int32), 19, array([89, 62], dtype=int32), 20, array([138,  62], dtype=int32), 21, array([186,  73], dtype=int32), 22, array([237,  64], dtype=int32), 23, array([283,  40], dtype=int32), 24, array([331,  27], dtype=int32), 25, array([381,  33], dtype=int32), 26, array([417,  64], dtype=int32), 27, array([218, 113], dtype=int32), 28, array([222, 142], dtype=int32), 29, array([225, 169], dtype=int32), 30, array([230, 198], dtype=int32), 31, array([188, 255], dtype=int32), 32, array([214, 258], dtype=int32), 33, array([239, 259], dtype=int32), 34, array([264, 251], dtype=int32), 35, array([286, 244], dtype=int32), 36, array([ 72, 157], dtype=int32), 37, array([ 96, 139], dtype=int32), 38, array([124, 132], dtype=int32), 39, array([155, 141], dtype=int32), 40, array([129, 150], dtype=int32), 41, array([101, 157], dtype=int32), 42, array([288, 125], dtype=int32), 43, array([315, 108], dtype=int32), 44, array([343, 107], dtype=int32), 45, array([369, 119], dtype=int32), 46, array([347, 125], dtype=int32), 47, array([319, 126], dtype=int32), 48, array([163, 370], dtype=int32), 49, array([190, 331], dtype=int32), 50, array([221, 309], dtype=int32), 51, array([246, 315], dtype=int32), 52, array([271, 304], dtype=int32), 53, array([308, 317], dtype=int32), 54, array([342, 348], dtype=int32), 55, array([315, 362], dtype=int32), 56, array([283, 371], dtype=int32), 57, array([255, 375], dtype=int32), 58, array([230, 378], dtype=int32), 59, array([195, 379], dtype=int32), 60, array([177, 364], dtype=int32), 61, array([224, 344], dtype=int32), 62, array([248, 342], dtype=int32), 63, array([275, 338], dtype=int32), 64, array([327, 346], dtype=int32), 65, array([277, 340], dtype=int32), 66, array([250, 344], dtype=int32), 67, array([226, 346], dtype=int32)]
88;004,004_223,[0, array([ 19, 166], dtype=int32), 1, array([ 23, 244], dtype=int32), 2, array([ 32, 320], dtype=int32), 3, array([ 44, 394], dtype=int32), 4, array([ 67, 459], dtype=int32), 5, array([106, 514], dtype=int32), 6, array([161, 546], dtype=int32), 7, array([220, 560], dtype=int32), 8, array([284, 563], dtype=int32), 9, array([348, 560], dtype=int32), 10, array([408, 549], dtype=int32), 11, array([464, 522], dtype=int32), 12, array([499, 473], dtype=int32), 13, array([521, 413], dtype=int32), 14, array([535, 347], dtype=int32), 15, array([549, 279], dtype=int32), 16, array([558, 206], dtype=int32), 17, array([73, 91], dtype=int32), 18, array([116,  57], dtype=int32), 19, array([171,  49], dtype=int32), 20, array([225,  55], dtype=int32), 21, array([276,  78], dtype=int32), 22, array([343,  87], dtype=int32), 23, array([393,  73], dtype=int32), 24, array([445,  71], dtype=int32), 25, array([496,  83], dtype=int32), 26, array([531, 123], dtype=int32), 27, array([308, 139], dtype=int32), 28, array([305, 189], dtype=int32), 29, array([303, 236], dtype=int32), 30, array([300, 285], dtype=int32), 31, array([243, 327], dtype=int32), 32, array([269, 335], dtype=int32), 33, array([297, 343], dtype=int32), 34, array([323, 339], dtype=int32), 35, array([350, 334], dtype=int32), 36, array([134, 144], dtype=int32), 37, array([166, 124], dtype=int32), 38, array([204, 125], dtype=int32), 39, array([237, 156], dtype=int32), 40, array([200, 162], dtype=int32), 41, array([161, 160], dtype=int32), 42, array([369, 168], dtype=int32), 43, array([404, 143], dtype=int32), 44, array([443, 145], dtype=int32), 45, array([472, 170], dtype=int32), 46, array([443, 182], dtype=int32), 47, array([404, 178], dtype=int32), 48, array([195, 429], dtype=int32), 49, array([232, 404], dtype=int32), 50, array([269, 389], dtype=int32), 51, array([296, 398], dtype=int32), 52, array([322, 391], dtype=int32), 53, array([356, 411], dtype=int32), 54, array([389, 440], dtype=int32), 55, array([354, 461], dtype=int32), 56, array([320, 467], dtype=int32), 57, array([291, 469], dtype=int32), 58, array([262, 465], dtype=int32), 59, array([228, 453], dtype=int32), 60, array([210, 428], dtype=int32), 61, array([267, 419], dtype=int32), 62, array([295, 423], dtype=int32), 63, array([322, 422], dtype=int32), 64, array([375, 438], dtype=int32), 65, array([321, 425], dtype=int32), 66, array([294, 427], dtype=int32), 67, array([266, 422], dtype=int32)]
89;004,004_164,[0, array([-12, 288], dtype=int32), 1, array([  1, 360], dtype=int32), 2, array([ 18, 429], dtype=int32), 3, array([ 34, 499], dtype=int32), 4, array([ 58, 566], dtype=int32), 5, array([101, 618], dtype=int32), 6, array([165, 656], dtype=int32), 7, array([243, 674], dtype=int32), 8, array([332, 675], dtype=int32), 9, array([421, 669], dtype=int32), 10, array([494, 644], dtype=int32), 11, array([551, 599], dtype=int32), 12, array([587, 537], dtype=int32), 13, array([603, 463], dtype=int32), 14, array([609, 386], dtype=int32), 15, array([612, 309], dtype=int32), 16, array([611, 230], dtype=int32), 17, array([ 35, 194], dtype=int32), 18, array([ 73, 152], dtype=int32), 19, array([129, 135], dtype=int32), 20, array([187, 136], dtype=int32), 21, array([244, 150], dtype=int32), 22, array([333, 138], dtype=int32), 23, array([387, 115], dtype=int32), 24, array([446, 103], dtype=int32), 25, array([505, 112], dtype=int32), 26, array([550, 149], dtype=int32), 27, array([298, 202], dtype=int32), 28, array([304, 247], dtype=int32), 29, array([309, 292], dtype=int32), 30, array([314, 340], dtype=int32), 31, array([259, 394], dtype=int32), 32, array([288, 398], dtype=int32), 33, array([317, 402], dtype=int32), 34, array([343, 395], dtype=int32), 35, array([370, 388], dtype=int32), 36, array([103, 241], dtype=int32), 37, array([134, 216], dtype=int32), 38, array([174, 212], dtype=int32), 39, array([215, 230], dtype=int32), 40, array([176, 243], dtype=int32), 41, array([136, 249], dtype=int32), 42, array([380, 216], dtype=int32), 43, array([414, 190], dtype=int32), 44, array([455, 188], dtype=int32), 45, array([490, 208], dtype=int32), 46, array([459, 221], dtype=int32), 47, array([418, 222], dtype=int32), 48, array([213, 513], dtype=int32), 49, array([250, 480], dtype=int32), 50, array([289, 461], dtype=int32), 51, array([317, 467], dtype=int32), 52, array([341, 458], dtype=int32), 53, array([383, 474], dtype=int32), 54, array([426, 502], dtype=int32), 55, array([387, 528], dtype=int32), 56, array([349, 536], dtype=int32), 57, array([321, 538], dtype=int32), 58, array([292, 537], dtype=int32), 59, array([253, 531], dtype=int32), 60, array([230, 511], dtype=int32), 61, array([290, 493], dtype=int32), 62, array([318, 493], dtype=int32), 63, array([344, 491], dtype=int32), 64, array([408, 502], dtype=int32), 65, array([345, 495], dtype=int32), 66, array([319, 497], dtype=int32), 67, array([291, 495], dtype=int32)]
90;004,004_116,[0, array([-10, 161], dtype=int32), 1, array([ -7, 222], dtype=int32), 2, array([  2, 282], dtype=int32), 3, array([ 14, 337], dtype=int32), 4, array([ 36, 390], dtype=int32), 5, array([ 71, 435], dtype=int32), 6, array([117, 466], dtype=int32), 7, array([176, 481], dtype=int32), 8, array([238, 482], dtype=int32), 9, array([298, 476], dtype=int32), 10, array([351, 454], dtype=int32), 11, array([393, 417], dtype=int32), 12, array([427, 366], dtype=int32), 13, array([450, 310], dtype=int32), 14, array([458, 249], dtype=int32), 15, array([458, 186], dtype=int32), 16, array([452, 124], dtype=int32), 17, array([ 13, 106], dtype=int32), 18, array([34, 69], dtype=int32), 19, array([79, 55], dtype=int32), 20, array([125,  55], dtype=int32), 21, array([171,  67], dtype=int32), 22, array([228,  62], dtype=int32), 23, array([272,  47], dtype=int32), 24, array([319,  41], dtype=int32), 25, array([365,  52], dtype=int32), 26, array([394,  83], dtype=int32), 27, array([206, 124], dtype=int32), 28, array([210, 173], dtype=int32), 29, array([213, 220], dtype=int32), 30, array([218, 268], dtype=int32), 31, array([170, 297], dtype=int32), 32, array([194, 304], dtype=int32), 33, array([221, 308], dtype=int32), 34, array([247, 300], dtype=int32), 35, array([271, 290], dtype=int32), 36, array([ 61, 141], dtype=int32), 37, array([ 84, 123], dtype=int32), 38, array([116, 122], dtype=int32), 39, array([145, 140], dtype=int32), 40, array([116, 147], dtype=int32), 41, array([ 85, 150], dtype=int32), 42, array([266, 133], dtype=int32), 43, array([291, 112], dtype=int32), 44, array([323, 111], dtype=int32), 45, array([347, 125], dtype=int32), 46, array([326, 136], dtype=int32), 47, array([295, 138], dtype=int32), 48, array([152, 389], dtype=int32), 49, array([175, 367], dtype=int32), 50, array([203, 352], dtype=int32), 51, array([227, 359], dtype=int32), 52, array([251, 350], dtype=int32), 53, array([281, 360], dtype=int32), 54, array([306, 381], dtype=int32), 55, array([285, 402], dtype=int32), 56, array([258, 414], dtype=int32), 57, array([231, 417], dtype=int32), 58, array([206, 417], dtype=int32), 59, array([178, 409], dtype=int32), 60, array([164, 389], dtype=int32), 61, array([204, 381], dtype=int32), 62, array([228, 381], dtype=int32), 63, array([252, 378], dtype=int32), 64, array([294, 381], dtype=int32), 65, array([253, 381], dtype=int32), 66, array([229, 385], dtype=int32), 67, array([204, 384], dtype=int32)]
91;004,004_154,[0, array([-14, 267], dtype=int32), 1, array([ -2, 347], dtype=int32), 2, array([ 13, 426], dtype=int32), 3, array([ 32, 502], dtype=int32), 4, array([ 63, 573], dtype=int32), 5, array([116, 633], dtype=int32), 6, array([197, 665], dtype=int32), 7, array([293, 676], dtype=int32), 8, array([385, 669], dtype=int32), 9, array([472, 654], dtype=int32), 10, array([552, 629], dtype=int32), 11, array([623, 587], dtype=int32), 12, array([662, 519], dtype=int32), 13, array([669, 432], dtype=int32), 14, array([666, 346], dtype=int32), 15, array([663, 261], dtype=int32), 16, array([655, 175], dtype=int32), 17, array([ 19, 139], dtype=int32), 18, array([51, 88], dtype=int32), 19, array([109,  61], dtype=int32), 20, array([173,  59], dtype=int32), 21, array([235,  76], dtype=int32), 22, array([341,  63], dtype=int32), 23, array([400,  27], dtype=int32), 24, array([467,   9], dtype=int32), 25, array([535,  19], dtype=int32), 26, array([587,  61], dtype=int32), 27, array([294, 141], dtype=int32), 28, array([298, 189], dtype=int32), 29, array([303, 236], dtype=int32), 30, array([309, 286], dtype=int32), 31, array([263, 366], dtype=int32), 32, array([294, 368], dtype=int32), 33, array([325, 365], dtype=int32), 34, array([355, 356], dtype=int32), 35, array([385, 346], dtype=int32), 36, array([ 86, 198], dtype=int32), 37, array([117, 163], dtype=int32), 38, array([161, 155], dtype=int32), 39, array([209, 180], dtype=int32), 40, array([168, 192], dtype=int32), 41, array([122, 202], dtype=int32), 42, array([398, 156], dtype=int32), 43, array([438, 118], dtype=int32), 44, array([484, 113], dtype=int32), 45, array([524, 137], dtype=int32), 46, array([490, 153], dtype=int32), 47, array([444, 157], dtype=int32), 48, array([216, 527], dtype=int32), 49, array([264, 487], dtype=int32), 50, array([311, 455], dtype=int32), 51, array([339, 462], dtype=int32), 52, array([367, 445], dtype=int32), 53, array([423, 464], dtype=int32), 54, array([482, 486], dtype=int32), 55, array([436, 524], dtype=int32), 56, array([387, 542], dtype=int32), 57, array([355, 549], dtype=int32), 58, array([324, 553], dtype=int32), 59, array([273, 552], dtype=int32), 60, array([235, 522], dtype=int32), 61, array([315, 502], dtype=int32), 62, array([342, 500], dtype=int32), 63, array([373, 492], dtype=int32), 64, array([463, 487], dtype=int32), 65, array([377, 495], dtype=int32), 66, array([347, 502], dtype=int32), 67, array([319, 505], dtype=int32)]
92;004,004_257,[0, array([ -9, 278], dtype=int32), 1, array([ -7, 355], dtype=int32), 2, array([  2, 432], dtype=int32), 3, array([  8, 513], dtype=int32), 4, array([ 27, 588], dtype=int32), 5, array([ 72, 642], dtype=int32), 6, array([146, 668], dtype=int32), 7, array([229, 676], dtype=int32), 8, array([330, 671], dtype=int32), 9, array([429, 665], dtype=int32), 10, array([510, 645], dtype=int32), 11, array([579, 607], dtype=int32), 12, array([622, 545], dtype=int32), 13, array([641, 471], dtype=int32), 14, array([644, 393], dtype=int32), 15, array([641, 315], dtype=int32), 16, array([633, 239], dtype=int32), 17, array([ 30, 130], dtype=int32), 18, array([67, 82], dtype=int32), 19, array([127,  64], dtype=int32), 20, array([189,  64], dtype=int32), 21, array([251,  84], dtype=int32), 22, array([331,  80], dtype=int32), 23, array([389,  56], dtype=int32), 24, array([451,  48], dtype=int32), 25, array([511,  64], dtype=int32), 26, array([549, 109], dtype=int32), 27, array([293, 147], dtype=int32), 28, array([295, 184], dtype=int32), 29, array([296, 220], dtype=int32), 30, array([297, 260], dtype=int32), 31, array([241, 352], dtype=int32), 32, array([273, 352], dtype=int32), 33, array([304, 353], dtype=int32), 34, array([335, 345], dtype=int32), 35, array([367, 338], dtype=int32), 36, array([ 98, 195], dtype=int32), 37, array([129, 165], dtype=int32), 38, array([171, 163], dtype=int32), 39, array([212, 188], dtype=int32), 40, array([173, 201], dtype=int32), 41, array([130, 205], dtype=int32), 42, array([375, 179], dtype=int32), 43, array([411, 150], dtype=int32), 44, array([452, 148], dtype=int32), 45, array([483, 174], dtype=int32), 46, array([453, 186], dtype=int32), 47, array([413, 187], dtype=int32), 48, array([178, 504], dtype=int32), 49, array([221, 461], dtype=int32), 50, array([271, 439], dtype=int32), 51, array([309, 446], dtype=int32), 52, array([346, 433], dtype=int32), 53, array([397, 446], dtype=int32), 54, array([447, 477], dtype=int32), 55, array([403, 492], dtype=int32), 56, array([355, 499], dtype=int32), 57, array([315, 502], dtype=int32), 58, array([277, 505], dtype=int32), 59, array([227, 510], dtype=int32), 60, array([197, 497], dtype=int32), 61, array([272, 472], dtype=int32), 62, array([309, 472], dtype=int32), 63, array([348, 467], dtype=int32), 64, array([428, 476], dtype=int32), 65, array([352, 466], dtype=int32), 66, array([313, 471], dtype=int32), 67, array([276, 471], dtype=int32)]
93;004,004_81,[0, array([ -2, 220], dtype=int32), 1, array([ -3, 286], dtype=int32), 2, array([  0, 349], dtype=int32), 3, array([  3, 413], dtype=int32), 4, array([ 18, 474], dtype=int32), 5, array([ 55, 525], dtype=int32), 6, array([117, 552], dtype=int32), 7, array([194, 563], dtype=int32), 8, array([276, 565], dtype=int32), 9, array([357, 568], dtype=int32), 10, array([434, 561], dtype=int32), 11, array([495, 538], dtype=int32), 12, array([530, 492], dtype=int32), 13, array([544, 436], dtype=int32), 14, array([551, 377], dtype=int32), 15, array([560, 318], dtype=int32), 16, array([568, 257], dtype=int32), 17, array([ 51, 137], dtype=int32), 18, array([88, 93], dtype=int32), 19, array([146,  76], dtype=int32), 20, array([207,  83], dtype=int32), 21, array([263, 105], dtype=int32), 22, array([329, 108], dtype=int32), 23, array([389,  91], dtype=int32), 24, array([452,  91], dtype=int32), 25, array([507, 114], dtype=int32), 26, array([539, 159], dtype=int32), 27, array([295, 157], dtype=int32), 28, array([293, 199], dtype=int32), 29, array([290, 238], dtype=int32), 30, array([288, 280], dtype=int32), 31, array([220, 328], dtype=int32), 32, array([253, 336], dtype=int32), 33, array([285, 342], dtype=int32), 34, array([319, 338], dtype=int32), 35, array([350, 333], dtype=int32), 36, array([107, 177], dtype=int32), 37, array([140, 158], dtype=int32), 38, array([177, 157], dtype=int32), 39, array([210, 176], dtype=int32), 40, array([176, 183], dtype=int32), 41, array([139, 185], dtype=int32), 42, array([376, 186], dtype=int32), 43, array([415, 169], dtype=int32), 44, array([453, 176], dtype=int32), 45, array([481, 197], dtype=int32), 46, array([450, 201], dtype=int32), 47, array([414, 196], dtype=int32), 48, array([174, 462], dtype=int32), 49, array([216, 429], dtype=int32), 50, array([255, 411], dtype=int32), 51, array([280, 421], dtype=int32), 52, array([311, 412], dtype=int32), 53, array([347, 434], dtype=int32), 54, array([382, 470], dtype=int32), 55, array([344, 460], dtype=int32), 56, array([309, 453], dtype=int32), 57, array([278, 452], dtype=int32), 58, array([250, 451], dtype=int32), 59, array([215, 457], dtype=int32), 60, array([194, 457], dtype=int32), 61, array([253, 447], dtype=int32), 62, array([279, 449], dtype=int32), 63, array([311, 448], dtype=int32), 64, array([362, 463], dtype=int32), 65, array([310, 415], dtype=int32), 66, array([279, 414], dtype=int32), 67, array([254, 414], dtype=int32)]
94;004,004_220,[]
