;0
10;003,003_37,[0, array([ 19, 285], dtype=int32), 1, array([ 33, 347], dtype=int32), 2, array([ 53, 406], dtype=int32), 3, array([ 78, 465], dtype=int32), 4, array([104, 519], dtype=int32), 5, array([142, 560], dtype=int32), 6, array([197, 580], dtype=int32), 7, array([257, 586], dtype=int32), 8, array([325, 579], dtype=int32), 9, array([392, 568], dtype=int32), 10, array([446, 550], dtype=int32), 11, array([493, 518], dtype=int32), 12, array([520, 466], dtype=int32), 13, array([532, 400], dtype=int32), 14, array([535, 331], dtype=int32), 15, array([532, 262], dtype=int32), 16, array([523, 193], dtype=int32), 17, array([ 38, 186], dtype=int32), 18, array([ 54, 133], dtype=int32), 19, array([96, 96], dtype=int32), 20, array([151,  84], dtype=int32), 21, array([201,  93], dtype=int32), 22, array([275,  79], dtype=int32), 23, array([321,  52], dtype=int32), 24, array([376,  49], dtype=int32), 25, array([428,  68], dtype=int32), 26, array([463, 108], dtype=int32), 27, array([247, 153], dtype=int32), 28, array([253, 191], dtype=int32), 29, array([259, 228], dtype=int32), 30, array([266, 268], dtype=int32), 31, array([216, 339], dtype=int32), 32, array([247, 340], dtype=int32), 33, array([280, 339], dtype=int32), 34, array([310, 328], dtype=int32), 35, array([339, 318], dtype=int32), 36, array([ 90, 222], dtype=int32), 37, array([114, 195], dtype=int32), 38, array([148, 183], dtype=int32), 39, array([187, 200], dtype=int32), 40, array([156, 215], dtype=int32), 41, array([121, 225], dtype=int32), 42, array([325, 176], dtype=int32), 43, array([359, 150], dtype=int32), 44, array([394, 146], dtype=int32), 45, array([426, 162], dtype=int32), 46, array([399, 176], dtype=int32), 47, array([362, 179], dtype=int32), 48, array([207, 477], dtype=int32), 49, array([234, 436], dtype=int32), 50, array([267, 408], dtype=int32), 51, array([293, 411], dtype=int32), 52, array([316, 398], dtype=int32), 53, array([352, 410], dtype=int32), 54, array([389, 440], dtype=int32), 55, array([362, 451], dtype=int32), 56, array([333, 461], dtype=int32), 57, array([306, 469], dtype=int32), 58, array([279, 474], dtype=int32), 59, array([244, 479], dtype=int32), 60, array([223, 469], dtype=int32), 61, array([271, 444], dtype=int32), 62, array([296, 440], dtype=int32), 63, array([321, 433], dtype=int32), 64, array([374, 437], dtype=int32), 65, array([324, 423], dtype=int32), 66, array([299, 431], dtype=int32), 67, array([274, 434], dtype=int32)]
11;003,003_45,['NA']
12;003,003_31,[0, array([ 52, 170], dtype=int32), 1, array([ 62, 246], dtype=int32), 2, array([ 77, 318], dtype=int32), 3, array([ 93, 388], dtype=int32), 4, array([118, 453], dtype=int32), 5, array([162, 507], dtype=int32), 6, array([218, 547], dtype=int32), 7, array([282, 583], dtype=int32), 8, array([353, 594], dtype=int32), 9, array([424, 587], dtype=int32), 10, array([485, 554], dtype=int32), 11, array([536, 508], dtype=int32), 12, array([573, 446], dtype=int32), 13, array([591, 371], dtype=int32), 14, array([597, 293], dtype=int32), 15, array([603, 216], dtype=int32), 16, array([604, 134], dtype=int32), 17, array([ 83, 111], dtype=int32), 18, array([114,  65], dtype=int32), 19, array([169,  59], dtype=int32), 20, array([224,  73], dtype=int32), 21, array([279,  94], dtype=int32), 22, array([350,  88], dtype=int32), 23, array([409,  66], dtype=int32), 24, array([469,  54], dtype=int32), 25, array([529,  62], dtype=int32), 26, array([566, 109], dtype=int32), 27, array([321, 138], dtype=int32), 28, array([324, 193], dtype=int32), 29, array([327, 248], dtype=int32), 30, array([330, 305], dtype=int32), 31, array([266, 336], dtype=int32), 32, array([299, 347], dtype=int32), 33, array([335, 357], dtype=int32), 34, array([370, 345], dtype=int32), 35, array([401, 333], dtype=int32), 36, array([142, 157], dtype=int32), 37, array([172, 140], dtype=int32), 38, array([209, 139], dtype=int32), 39, array([242, 164], dtype=int32), 40, array([207, 170], dtype=int32), 41, array([170, 171], dtype=int32), 42, array([406, 158], dtype=int32), 43, array([437, 133], dtype=int32), 44, array([474, 132], dtype=int32), 45, array([507, 149], dtype=int32), 46, array([477, 161], dtype=int32), 47, array([440, 162], dtype=int32), 48, array([256, 453], dtype=int32), 49, array([291, 434], dtype=int32), 50, array([320, 420], dtype=int32), 51, array([343, 428], dtype=int32), 52, array([365, 418], dtype=int32), 53, array([399, 428], dtype=int32), 54, array([441, 445], dtype=int32), 55, array([404, 457], dtype=int32), 56, array([374, 460], dtype=int32), 57, array([351, 461], dtype=int32), 58, array([327, 461], dtype=int32), 59, array([296, 459], dtype=int32), 60, array([274, 453], dtype=int32), 61, array([320, 451], dtype=int32), 62, array([344, 453], dtype=int32), 63, array([367, 449], dtype=int32), 64, array([423, 445], dtype=int32), 65, array([370, 419], dtype=int32), 66, array([348, 421], dtype=int32), 67, array([324, 418], dtype=int32)]
13;003,003_46,['NA']
14;003,003_36,[0, array([ -7, 309], dtype=int32), 1, array([ -5, 381], dtype=int32), 2, array([  1, 451], dtype=int32), 3, array([ 10, 522], dtype=int32), 4, array([ 37, 586], dtype=int32), 5, array([ 89, 637], dtype=int32), 6, array([156, 665], dtype=int32), 7, array([232, 683], dtype=int32), 8, array([320, 683], dtype=int32), 9, array([406, 676], dtype=int32), 10, array([475, 651], dtype=int32), 11, array([534, 615], dtype=int32), 12, array([579, 564], dtype=int32), 13, array([604, 494], dtype=int32), 14, array([609, 418], dtype=int32), 15, array([606, 343], dtype=int32), 16, array([598, 270], dtype=int32), 17, array([ 28, 182], dtype=int32), 18, array([ 59, 126], dtype=int32), 19, array([116,  96], dtype=int32), 20, array([180,  91], dtype=int32), 21, array([243, 110], dtype=int32), 22, array([344, 100], dtype=int32), 23, array([406,  80], dtype=int32), 24, array([468,  80], dtype=int32), 25, array([525, 106], dtype=int32), 26, array([555, 159], dtype=int32), 27, array([297, 186], dtype=int32), 28, array([300, 229], dtype=int32), 29, array([303, 271], dtype=int32), 30, array([307, 317], dtype=int32), 31, array([228, 380], dtype=int32), 32, array([268, 389], dtype=int32), 33, array([309, 396], dtype=int32), 34, array([348, 384], dtype=int32), 35, array([385, 372], dtype=int32), 36, array([100, 232], dtype=int32), 37, array([130, 205], dtype=int32), 38, array([172, 200], dtype=int32), 39, array([210, 221], dtype=int32), 40, array([174, 235], dtype=int32), 41, array([133, 239], dtype=int32), 42, array([385, 214], dtype=int32), 43, array([420, 190], dtype=int32), 44, array([461, 189], dtype=int32), 45, array([493, 213], dtype=int32), 46, array([464, 224], dtype=int32), 47, array([423, 223], dtype=int32), 48, array([176, 521], dtype=int32), 49, array([224, 493], dtype=int32), 50, array([271, 476], dtype=int32), 51, array([309, 486], dtype=int32), 52, array([349, 473], dtype=int32), 53, array([395, 485], dtype=int32), 54, array([444, 509], dtype=int32), 55, array([398, 532], dtype=int32), 56, array([353, 545], dtype=int32), 57, array([312, 549], dtype=int32), 58, array([273, 548], dtype=int32), 59, array([226, 540], dtype=int32), 60, array([195, 522], dtype=int32), 61, array([271, 508], dtype=int32), 62, array([309, 510], dtype=int32), 63, array([350, 506], dtype=int32), 64, array([423, 510], dtype=int32), 65, array([351, 505], dtype=int32), 66, array([310, 510], dtype=int32), 67, array([272, 508], dtype=int32)]
15;003,003_24,[0, array([  2, 235], dtype=int32), 1, array([ 18, 299], dtype=int32), 2, array([ 36, 363], dtype=int32), 3, array([ 61, 425], dtype=int32), 4, array([ 96, 481], dtype=int32), 5, array([143, 526], dtype=int32), 6, array([201, 558], dtype=int32), 7, array([268, 572], dtype=int32), 8, array([342, 564], dtype=int32), 9, array([412, 550], dtype=int32), 10, array([460, 517], dtype=int32), 11, array([501, 469], dtype=int32), 12, array([530, 409], dtype=int32), 13, array([545, 343], dtype=int32), 14, array([547, 274], dtype=int32), 15, array([541, 207], dtype=int32), 16, array([533, 144], dtype=int32), 17, array([ 41, 174], dtype=int32), 18, array([ 67, 125], dtype=int32), 19, array([116,  97], dtype=int32), 20, array([175,  86], dtype=int32), 21, array([236,  86], dtype=int32), 22, array([280,  67], dtype=int32), 23, array([335,  49], dtype=int32), 24, array([392,  40], dtype=int32), 25, array([445,  50], dtype=int32), 26, array([481,  86], dtype=int32), 27, array([271, 133], dtype=int32), 28, array([279, 166], dtype=int32), 29, array([287, 197], dtype=int32), 30, array([295, 232], dtype=int32), 31, array([228, 299], dtype=int32), 32, array([265, 298], dtype=int32), 33, array([302, 297], dtype=int32), 34, array([337, 288], dtype=int32), 35, array([371, 281], dtype=int32), 36, array([100, 196], dtype=int32), 37, array([128, 176], dtype=int32), 38, array([160, 166], dtype=int32), 39, array([199, 171], dtype=int32), 40, array([170, 183], dtype=int32), 41, array([136, 193], dtype=int32), 42, array([344, 142], dtype=int32), 43, array([376, 123], dtype=int32), 44, array([408, 120], dtype=int32), 45, array([439, 128], dtype=int32), 46, array([413, 136], dtype=int32), 47, array([380, 141], dtype=int32), 48, array([196, 412], dtype=int32), 49, array([233, 369], dtype=int32), 50, array([276, 345], dtype=int32), 51, array([310, 348], dtype=int32), 52, array([345, 336], dtype=int32), 53, array([391, 347], dtype=int32), 54, array([431, 374], dtype=int32), 55, array([398, 399], dtype=int32), 56, array([357, 416], dtype=int32), 57, array([320, 424], dtype=int32), 58, array([285, 428], dtype=int32), 59, array([239, 424], dtype=int32), 60, array([214, 406], dtype=int32), 61, array([280, 382], dtype=int32), 62, array([313, 381], dtype=int32), 63, array([349, 373], dtype=int32), 64, array([413, 374], dtype=int32), 65, array([350, 373], dtype=int32), 66, array([315, 382], dtype=int32), 67, array([281, 384], dtype=int32)]
16;003,003_20,[0, array([ 26, 169], dtype=int32), 1, array([ 27, 252], dtype=int32), 2, array([ 38, 336], dtype=int32), 3, array([ 56, 416], dtype=int32), 4, array([ 81, 496], dtype=int32), 5, array([121, 569], dtype=int32), 6, array([177, 633], dtype=int32), 7, array([245, 673], dtype=int32), 8, array([333, 681], dtype=int32), 9, array([424, 666], dtype=int32), 10, array([504, 624], dtype=int32), 11, array([569, 565], dtype=int32), 12, array([615, 493], dtype=int32), 13, array([643, 411], dtype=int32), 14, array([654, 325], dtype=int32), 15, array([658, 235], dtype=int32), 16, array([657, 138], dtype=int32), 17, array([ 45, 144], dtype=int32), 18, array([ 80, 106], dtype=int32), 19, array([136,  96], dtype=int32), 20, array([195, 105], dtype=int32), 21, array([253, 125], dtype=int32), 22, array([361, 121], dtype=int32), 23, array([413,  93], dtype=int32), 24, array([471,  76], dtype=int32), 25, array([528,  81], dtype=int32), 26, array([575, 112], dtype=int32), 27, array([302, 179], dtype=int32), 28, array([300, 237], dtype=int32), 29, array([298, 293], dtype=int32), 30, array([296, 351], dtype=int32), 31, array([232, 382], dtype=int32), 32, array([267, 394], dtype=int32), 33, array([306, 404], dtype=int32), 34, array([346, 389], dtype=int32), 35, array([385, 375], dtype=int32), 36, array([109, 192], dtype=int32), 37, array([145, 175], dtype=int32), 38, array([186, 173], dtype=int32), 39, array([229, 194], dtype=int32), 40, array([186, 201], dtype=int32), 41, array([144, 203], dtype=int32), 42, array([393, 186], dtype=int32), 43, array([435, 160], dtype=int32), 44, array([477, 157], dtype=int32), 45, array([516, 167], dtype=int32), 46, array([480, 185], dtype=int32), 47, array([436, 188], dtype=int32), 48, array([188, 470], dtype=int32), 49, array([230, 452], dtype=int32), 50, array([274, 442], dtype=int32), 51, array([312, 447], dtype=int32), 52, array([349, 437], dtype=int32), 53, array([400, 441], dtype=int32), 54, array([455, 455], dtype=int32), 55, array([405, 494], dtype=int32), 56, array([358, 517], dtype=int32), 57, array([317, 525], dtype=int32), 58, array([279, 524], dtype=int32), 59, array([233, 506], dtype=int32), 60, array([207, 471], dtype=int32), 61, array([275, 469], dtype=int32), 62, array([313, 471], dtype=int32), 63, array([351, 465], dtype=int32), 64, array([436, 457], dtype=int32), 65, array([354, 479], dtype=int32), 66, array([315, 487], dtype=int32), 67, array([277, 485], dtype=int32)]
17;003,003_9,[0, array([ 82, 247], dtype=int32), 1, array([ 78, 323], dtype=int32), 2, array([ 81, 400], dtype=int32), 3, array([ 89, 475], dtype=int32), 4, array([112, 542], dtype=int32), 5, array([148, 602], dtype=int32), 6, array([199, 647], dtype=int32), 7, array([261, 672], dtype=int32), 8, array([337, 680], dtype=int32), 9, array([417, 676], dtype=int32), 10, array([491, 657], dtype=int32), 11, array([554, 618], dtype=int32), 12, array([603, 563], dtype=int32), 13, array([635, 493], dtype=int32), 14, array([649, 416], dtype=int32), 15, array([655, 340], dtype=int32), 16, array([657, 265], dtype=int32), 17, array([112, 150], dtype=int32), 18, array([146, 108], dtype=int32), 19, array([201,  97], dtype=int32), 20, array([257, 106], dtype=int32), 21, array([310, 129], dtype=int32), 22, array([400, 129], dtype=int32), 23, array([456, 109], dtype=int32), 24, array([516, 103], dtype=int32), 25, array([572, 120], dtype=int32), 26, array([608, 164], dtype=int32), 27, array([352, 193], dtype=int32), 28, array([348, 238], dtype=int32), 29, array([344, 279], dtype=int32), 30, array([339, 325], dtype=int32), 31, array([270, 370], dtype=int32), 32, array([305, 378], dtype=int32), 33, array([341, 386], dtype=int32), 34, array([381, 379], dtype=int32), 35, array([419, 373], dtype=int32), 36, array([158, 211], dtype=int32), 37, array([192, 190], dtype=int32), 38, array([233, 191], dtype=int32), 39, array([272, 218], dtype=int32), 40, array([232, 226], dtype=int32), 41, array([189, 227], dtype=int32), 42, array([436, 221], dtype=int32), 43, array([475, 195], dtype=int32), 44, array([518, 196], dtype=int32), 45, array([553, 219], dtype=int32), 46, array([520, 233], dtype=int32), 47, array([476, 231], dtype=int32), 48, array([222, 498], dtype=int32), 49, array([265, 466], dtype=int32), 50, array([309, 451], dtype=int32), 51, array([342, 462], dtype=int32), 52, array([378, 452], dtype=int32), 53, array([424, 470], dtype=int32), 54, array([469, 499], dtype=int32), 55, array([423, 538], dtype=int32), 56, array([377, 553], dtype=int32), 57, array([338, 556], dtype=int32), 58, array([302, 552], dtype=int32), 59, array([260, 537], dtype=int32), 60, array([241, 499], dtype=int32), 61, array([307, 492], dtype=int32), 62, array([340, 496], dtype=int32), 63, array([378, 493], dtype=int32), 64, array([447, 500], dtype=int32), 65, array([377, 499], dtype=int32), 66, array([339, 502], dtype=int32), 67, array([306, 498], dtype=int32)]
18;003,003_32,[0, array([ 87, 159], dtype=int32), 1, array([ 89, 240], dtype=int32), 2, array([ 99, 315], dtype=int32), 3, array([114, 390], dtype=int32), 4, array([142, 462], dtype=int32), 5, array([181, 528], dtype=int32), 6, array([228, 584], dtype=int32), 7, array([285, 622], dtype=int32), 8, array([358, 637], dtype=int32), 9, array([434, 629], dtype=int32), 10, array([499, 598], dtype=int32), 11, array([552, 546], dtype=int32), 12, array([600, 485], dtype=int32), 13, array([634, 416], dtype=int32), 14, array([653, 337], dtype=int32), 15, array([663, 258], dtype=int32), 16, array([668, 175], dtype=int32), 17, array([110, 160], dtype=int32), 18, array([146, 117], dtype=int32), 19, array([206, 103], dtype=int32), 20, array([268, 107], dtype=int32), 21, array([329, 125], dtype=int32), 22, array([379, 125], dtype=int32), 23, array([446, 111], dtype=int32), 24, array([516, 110], dtype=int32), 25, array([583, 126], dtype=int32), 26, array([630, 172], dtype=int32), 27, array([353, 187], dtype=int32), 28, array([351, 241], dtype=int32), 29, array([348, 294], dtype=int32), 30, array([346, 350], dtype=int32), 31, array([270, 363], dtype=int32), 32, array([308, 379], dtype=int32), 33, array([352, 395], dtype=int32), 34, array([396, 378], dtype=int32), 35, array([438, 361], dtype=int32), 36, array([167, 191], dtype=int32), 37, array([201, 180], dtype=int32), 38, array([237, 180], dtype=int32), 39, array([275, 199], dtype=int32), 40, array([235, 202], dtype=int32), 41, array([198, 202], dtype=int32), 42, array([449, 202], dtype=int32), 43, array([487, 185], dtype=int32), 44, array([523, 188], dtype=int32), 45, array([560, 200], dtype=int32), 46, array([524, 209], dtype=int32), 47, array([486, 207], dtype=int32), 48, array([228, 455], dtype=int32), 49, array([275, 451], dtype=int32), 50, array([317, 447], dtype=int32), 51, array([356, 456], dtype=int32), 52, array([391, 446], dtype=int32), 53, array([439, 449], dtype=int32), 54, array([496, 451], dtype=int32), 55, array([443, 491], dtype=int32), 56, array([396, 508], dtype=int32), 57, array([359, 512], dtype=int32), 58, array([319, 508], dtype=int32), 59, array([275, 491], dtype=int32), 60, array([248, 461], dtype=int32), 61, array([317, 469], dtype=int32), 62, array([356, 473], dtype=int32), 63, array([392, 468], dtype=int32), 64, array([477, 455], dtype=int32), 65, array([395, 470], dtype=int32), 66, array([359, 474], dtype=int32), 67, array([320, 470], dtype=int32)]
19;003,003_38,[0, array([ 45, 232], dtype=int32), 1, array([ 45, 298], dtype=int32), 2, array([ 51, 363], dtype=int32), 3, array([ 66, 425], dtype=int32), 4, array([ 89, 482], dtype=int32), 5, array([122, 526], dtype=int32), 6, array([168, 550], dtype=int32), 7, array([225, 559], dtype=int32), 8, array([290, 559], dtype=int32), 9, array([358, 564], dtype=int32), 10, array([421, 559], dtype=int32), 11, array([478, 539], dtype=int32), 12, array([522, 497], dtype=int32), 13, array([546, 438], dtype=int32), 14, array([555, 368], dtype=int32), 15, array([561, 299], dtype=int32), 16, array([562, 229], dtype=int32), 17, array([ 67, 140], dtype=int32), 18, array([97, 84], dtype=int32), 19, array([151,  54], dtype=int32), 20, array([212,  50], dtype=int32), 21, array([272,  68], dtype=int32), 22, array([323,  69], dtype=int32), 23, array([384,  53], dtype=int32), 24, array([449,  55], dtype=int32), 25, array([506,  84], dtype=int32), 26, array([538, 143], dtype=int32), 27, array([295, 137], dtype=int32), 28, array([294, 182], dtype=int32), 29, array([293, 225], dtype=int32), 30, array([291, 271], dtype=int32), 31, array([227, 331], dtype=int32), 32, array([261, 336], dtype=int32), 33, array([294, 342], dtype=int32), 34, array([329, 334], dtype=int32), 35, array([365, 328], dtype=int32), 36, array([119, 177], dtype=int32), 37, array([146, 157], dtype=int32), 38, array([183, 153], dtype=int32), 39, array([217, 175], dtype=int32), 40, array([183, 185], dtype=int32), 41, array([146, 188], dtype=int32), 42, array([383, 170], dtype=int32), 43, array([417, 148], dtype=int32), 44, array([454, 151], dtype=int32), 45, array([484, 173], dtype=int32), 46, array([453, 183], dtype=int32), 47, array([415, 179], dtype=int32), 48, array([202, 450], dtype=int32), 49, array([242, 430], dtype=int32), 50, array([271, 407], dtype=int32), 51, array([296, 415], dtype=int32), 52, array([317, 406], dtype=int32), 53, array([348, 427], dtype=int32), 54, array([395, 446], dtype=int32), 55, array([347, 423], dtype=int32), 56, array([319, 410], dtype=int32), 57, array([295, 411], dtype=int32), 58, array([270, 412], dtype=int32), 59, array([244, 426], dtype=int32), 60, array([220, 445], dtype=int32), 61, array([270, 445], dtype=int32), 62, array([296, 446], dtype=int32), 63, array([318, 444], dtype=int32), 64, array([378, 442], dtype=int32), 65, array([317, 370], dtype=int32), 66, array([296, 371], dtype=int32), 67, array([271, 372], dtype=int32)]
20;003,003_1,[0, array([ 20, 148], dtype=int32), 1, array([ 18, 219], dtype=int32), 2, array([ 18, 289], dtype=int32), 3, array([ 22, 359], dtype=int32), 4, array([ 39, 427], dtype=int32), 5, array([ 73, 485], dtype=int32), 6, array([121, 527], dtype=int32), 7, array([180, 556], dtype=int32), 8, array([253, 565], dtype=int32), 9, array([329, 567], dtype=int32), 10, array([396, 548], dtype=int32), 11, array([456, 513], dtype=int32), 12, array([499, 462], dtype=int32), 13, array([526, 401], dtype=int32), 14, array([543, 336], dtype=int32), 15, array([555, 270], dtype=int32), 16, array([565, 201], dtype=int32), 17, array([80, 85], dtype=int32), 18, array([117,  55], dtype=int32), 19, array([168,  52], dtype=int32), 20, array([217,  66], dtype=int32), 21, array([262,  91], dtype=int32), 22, array([352,  93], dtype=int32), 23, array([401,  79], dtype=int32), 24, array([450,  71], dtype=int32), 25, array([499,  83], dtype=int32), 26, array([528, 121], dtype=int32), 27, array([302, 149], dtype=int32), 28, array([299, 195], dtype=int32), 29, array([296, 239], dtype=int32), 30, array([292, 285], dtype=int32), 31, array([228, 318], dtype=int32), 32, array([257, 326], dtype=int32), 33, array([287, 335], dtype=int32), 34, array([318, 331], dtype=int32), 35, array([347, 326], dtype=int32), 36, array([125, 142], dtype=int32), 37, array([159, 128], dtype=int32), 38, array([196, 132], dtype=int32), 39, array([226, 158], dtype=int32), 40, array([190, 159], dtype=int32), 41, array([153, 156], dtype=int32), 42, array([374, 170], dtype=int32), 43, array([409, 149], dtype=int32), 44, array([445, 151], dtype=int32), 45, array([474, 168], dtype=int32), 46, array([446, 179], dtype=int32), 47, array([410, 177], dtype=int32), 48, array([158, 401], dtype=int32), 49, array([204, 377], dtype=int32), 50, array([251, 369], dtype=int32), 51, array([281, 381], dtype=int32), 52, array([313, 375], dtype=int32), 53, array([352, 391], dtype=int32), 54, array([387, 423], dtype=int32), 55, array([347, 456], dtype=int32), 56, array([304, 469], dtype=int32), 57, array([269, 469], dtype=int32), 58, array([235, 463], dtype=int32), 59, array([193, 444], dtype=int32), 60, array([174, 402], dtype=int32), 61, array([247, 395], dtype=int32), 62, array([278, 401], dtype=int32), 63, array([311, 400], dtype=int32), 64, array([371, 421], dtype=int32), 65, array([308, 432], dtype=int32), 66, array([274, 434], dtype=int32), 67, array([242, 428], dtype=int32)]
21;003,003_5,[0, array([-12, 240], dtype=int32), 1, array([ -6, 305], dtype=int32), 2, array([  1, 368], dtype=int32), 3, array([ 14, 432], dtype=int32), 4, array([ 40, 491], dtype=int32), 5, array([ 83, 535], dtype=int32), 6, array([145, 560], dtype=int32), 7, array([217, 568], dtype=int32), 8, array([298, 562], dtype=int32), 9, array([373, 556], dtype=int32), 10, array([433, 537], dtype=int32), 11, array([480, 503], dtype=int32), 12, array([509, 453], dtype=int32), 13, array([526, 397], dtype=int32), 14, array([532, 338], dtype=int32), 15, array([534, 278], dtype=int32), 16, array([534, 217], dtype=int32), 17, array([  8, 143], dtype=int32), 18, array([37, 92], dtype=int32), 19, array([89, 63], dtype=int32), 20, array([152,  59], dtype=int32), 21, array([206,  81], dtype=int32), 22, array([283,  78], dtype=int32), 23, array([338,  56], dtype=int32), 24, array([398,  56], dtype=int32), 25, array([453,  81], dtype=int32), 26, array([482, 132], dtype=int32), 27, array([246, 141], dtype=int32), 28, array([248, 179], dtype=int32), 29, array([250, 215], dtype=int32), 30, array([254, 253], dtype=int32), 31, array([193, 305], dtype=int32), 32, array([227, 315], dtype=int32), 33, array([262, 322], dtype=int32), 34, array([296, 311], dtype=int32), 35, array([328, 298], dtype=int32), 36, array([ 66, 174], dtype=int32), 37, array([ 94, 152], dtype=int32), 38, array([132, 148], dtype=int32), 39, array([172, 167], dtype=int32), 40, array([136, 176], dtype=int32), 41, array([ 97, 181], dtype=int32), 42, array([318, 163], dtype=int32), 43, array([355, 140], dtype=int32), 44, array([393, 142], dtype=int32), 45, array([425, 164], dtype=int32), 46, array([395, 170], dtype=int32), 47, array([357, 168], dtype=int32), 48, array([160, 433], dtype=int32), 49, array([206, 403], dtype=int32), 50, array([244, 388], dtype=int32), 51, array([271, 395], dtype=int32), 52, array([299, 384], dtype=int32), 53, array([341, 395], dtype=int32), 54, array([391, 416], dtype=int32), 55, array([346, 417], dtype=int32), 56, array([308, 416], dtype=int32), 57, array([279, 420], dtype=int32), 58, array([251, 422], dtype=int32), 59, array([212, 430], dtype=int32), 60, array([179, 429], dtype=int32), 61, array([246, 415], dtype=int32), 62, array([273, 416], dtype=int32), 63, array([302, 412], dtype=int32), 64, array([373, 414], dtype=int32), 65, array([303, 391], dtype=int32), 66, array([275, 395], dtype=int32), 67, array([249, 396], dtype=int32)]
22;003,003_48,[0, array([ 42, 194], dtype=int32), 1, array([ 44, 274], dtype=int32), 2, array([ 52, 354], dtype=int32), 3, array([ 68, 430], dtype=int32), 4, array([ 93, 502], dtype=int32), 5, array([129, 567], dtype=int32), 6, array([178, 623], dtype=int32), 7, array([243, 658], dtype=int32), 8, array([327, 661], dtype=int32), 9, array([410, 649], dtype=int32), 10, array([474, 610], dtype=int32), 11, array([522, 551], dtype=int32), 12, array([559, 485], dtype=int32), 13, array([584, 411], dtype=int32), 14, array([595, 332], dtype=int32), 15, array([599, 252], dtype=int32), 16, array([593, 176], dtype=int32), 17, array([ 83, 119], dtype=int32), 18, array([110,  74], dtype=int32), 19, array([159,  55], dtype=int32), 20, array([213,  58], dtype=int32), 21, array([266,  71], dtype=int32), 22, array([369,  72], dtype=int32), 23, array([417,  48], dtype=int32), 24, array([472,  34], dtype=int32), 25, array([524,  44], dtype=int32), 26, array([557,  88], dtype=int32), 27, array([322, 143], dtype=int32), 28, array([324, 187], dtype=int32), 29, array([325, 231], dtype=int32), 30, array([327, 278], dtype=int32), 31, array([260, 328], dtype=int32), 32, array([293, 332], dtype=int32), 33, array([328, 335], dtype=int32), 34, array([363, 328], dtype=int32), 35, array([397, 320], dtype=int32), 36, array([135, 170], dtype=int32), 37, array([165, 144], dtype=int32), 38, array([208, 142], dtype=int32), 39, array([242, 170], dtype=int32), 40, array([206, 183], dtype=int32), 41, array([163, 187], dtype=int32), 42, array([400, 162], dtype=int32), 43, array([430, 131], dtype=int32), 44, array([471, 127], dtype=int32), 45, array([502, 150], dtype=int32), 46, array([476, 169], dtype=int32), 47, array([435, 170], dtype=int32), 48, array([204, 465], dtype=int32), 49, array([248, 432], dtype=int32), 50, array([297, 412], dtype=int32), 51, array([327, 420], dtype=int32), 52, array([356, 408], dtype=int32), 53, array([401, 423], dtype=int32), 54, array([444, 452], dtype=int32), 55, array([404, 500], dtype=int32), 56, array([361, 520], dtype=int32), 57, array([330, 524], dtype=int32), 58, array([297, 524], dtype=int32), 59, array([249, 509], dtype=int32), 60, array([225, 464], dtype=int32), 61, array([297, 459], dtype=int32), 62, array([328, 460], dtype=int32), 63, array([357, 454], dtype=int32), 64, array([421, 455], dtype=int32), 65, array([359, 462], dtype=int32), 66, array([329, 467], dtype=int32), 67, array([299, 465], dtype=int32)]
