;0
10;002,002_5,[0, array([ 27, 191], dtype=int32), 1, array([ 27, 260], dtype=int32), 2, array([ 28, 328], dtype=int32), 3, array([ 33, 400], dtype=int32), 4, array([ 52, 465], dtype=int32), 5, array([ 92, 516], dtype=int32), 6, array([153, 544], dtype=int32), 7, array([220, 558], dtype=int32), 8, array([297, 561], dtype=int32), 9, array([374, 561], dtype=int32), 10, array([440, 543], dtype=int32), 11, array([498, 512], dtype=int32), 12, array([533, 461], dtype=int32), 13, array([547, 398], dtype=int32), 14, array([552, 330], dtype=int32), 15, array([558, 265], dtype=int32), 16, array([564, 197], dtype=int32), 17, array([ 87, 108], dtype=int32), 18, array([118,  66], dtype=int32), 19, array([165,  45], dtype=int32), 20, array([217,  44], dtype=int32), 21, array([267,  61], dtype=int32), 22, array([333,  59], dtype=int32), 23, array([384,  48], dtype=int32), 24, array([436,  52], dtype=int32), 25, array([483,  71], dtype=int32), 26, array([514, 112], dtype=int32), 27, array([302, 112], dtype=int32), 28, array([302, 155], dtype=int32), 29, array([301, 196], dtype=int32), 30, array([300, 240], dtype=int32), 31, array([244, 289], dtype=int32), 32, array([272, 297], dtype=int32), 33, array([300, 304], dtype=int32), 34, array([328, 298], dtype=int32), 35, array([356, 289], dtype=int32), 36, array([139, 136], dtype=int32), 37, array([168, 115], dtype=int32), 38, array([201, 112], dtype=int32), 39, array([233, 134], dtype=int32), 40, array([200, 139], dtype=int32), 41, array([168, 141], dtype=int32), 42, array([369, 134], dtype=int32), 43, array([401, 114], dtype=int32), 44, array([435, 118], dtype=int32), 45, array([463, 140], dtype=int32), 46, array([433, 144], dtype=int32), 47, array([400, 140], dtype=int32), 48, array([190, 390], dtype=int32), 49, array([231, 370], dtype=int32), 50, array([268, 360], dtype=int32), 51, array([299, 368], dtype=int32), 52, array([328, 360], dtype=int32), 53, array([368, 371], dtype=int32), 54, array([411, 394], dtype=int32), 55, array([368, 400], dtype=int32), 56, array([329, 400], dtype=int32), 57, array([299, 401], dtype=int32), 58, array([268, 399], dtype=int32), 59, array([232, 397], dtype=int32), 60, array([204, 387], dtype=int32), 61, array([268, 381], dtype=int32), 62, array([300, 385], dtype=int32), 63, array([329, 383], dtype=int32), 64, array([397, 392], dtype=int32), 65, array([328, 380], dtype=int32), 66, array([299, 381], dtype=int32), 67, array([268, 379], dtype=int32)]
11;002,002_4,[0, array([ -6, 263], dtype=int32), 1, array([ -3, 335], dtype=int32), 2, array([  3, 409], dtype=int32), 3, array([ 14, 482], dtype=int32), 4, array([ 40, 549], dtype=int32), 5, array([ 87, 607], dtype=int32), 6, array([151, 655], dtype=int32), 7, array([238, 681], dtype=int32), 8, array([341, 678], dtype=int32), 9, array([437, 669], dtype=int32), 10, array([514, 638], dtype=int32), 11, array([568, 582], dtype=int32), 12, array([606, 515], dtype=int32), 13, array([620, 441], dtype=int32), 14, array([622, 362], dtype=int32), 15, array([621, 284], dtype=int32), 16, array([613, 209], dtype=int32), 17, array([ 33, 197], dtype=int32), 18, array([ 66, 152], dtype=int32), 19, array([124, 134], dtype=int32), 20, array([182, 139], dtype=int32), 21, array([241, 156], dtype=int32), 22, array([332, 148], dtype=int32), 23, array([389, 120], dtype=int32), 24, array([448, 106], dtype=int32), 25, array([509, 119], dtype=int32), 26, array([547, 159], dtype=int32), 27, array([291, 205], dtype=int32), 28, array([297, 257], dtype=int32), 29, array([302, 309], dtype=int32), 30, array([307, 362], dtype=int32), 31, array([244, 408], dtype=int32), 32, array([278, 415], dtype=int32), 33, array([311, 420], dtype=int32), 34, array([344, 410], dtype=int32), 35, array([375, 400], dtype=int32), 36, array([ 97, 237], dtype=int32), 37, array([129, 209], dtype=int32), 38, array([174, 208], dtype=int32), 39, array([211, 235], dtype=int32), 40, array([173, 243], dtype=int32), 41, array([129, 246], dtype=int32), 42, array([374, 223], dtype=int32), 43, array([409, 189], dtype=int32), 44, array([453, 185], dtype=int32), 45, array([487, 208], dtype=int32), 46, array([459, 222], dtype=int32), 47, array([416, 225], dtype=int32), 48, array([190, 523], dtype=int32), 49, array([235, 500], dtype=int32), 50, array([281, 485], dtype=int32), 51, array([318, 493], dtype=int32), 52, array([356, 481], dtype=int32), 53, array([406, 489], dtype=int32), 54, array([457, 500], dtype=int32), 55, array([413, 538], dtype=int32), 56, array([367, 557], dtype=int32), 57, array([326, 564], dtype=int32), 58, array([286, 564], dtype=int32), 59, array([238, 553], dtype=int32), 60, array([208, 527], dtype=int32), 61, array([282, 521], dtype=int32), 62, array([319, 522], dtype=int32), 63, array([359, 516], dtype=int32), 64, array([441, 507], dtype=int32), 65, array([361, 517], dtype=int32), 66, array([322, 524], dtype=int32), 67, array([285, 522], dtype=int32)]
12;002,002_7,[0, array([  5, 252], dtype=int32), 1, array([ 12, 326], dtype=int32), 2, array([ 20, 395], dtype=int32), 3, array([ 28, 464], dtype=int32), 4, array([ 48, 527], dtype=int32), 5, array([ 88, 573], dtype=int32), 6, array([150, 602], dtype=int32), 7, array([226, 615], dtype=int32), 8, array([318, 616], dtype=int32), 9, array([411, 611], dtype=int32), 10, array([492, 598], dtype=int32), 11, array([555, 566], dtype=int32), 12, array([594, 518], dtype=int32), 13, array([611, 456], dtype=int32), 14, array([618, 390], dtype=int32), 15, array([624, 324], dtype=int32), 16, array([630, 254], dtype=int32), 17, array([ 68, 130], dtype=int32), 18, array([99, 83], dtype=int32), 19, array([153,  59], dtype=int32), 20, array([210,  60], dtype=int32), 21, array([265,  78], dtype=int32), 22, array([363,  75], dtype=int32), 23, array([419,  59], dtype=int32), 24, array([477,  57], dtype=int32), 25, array([530,  80], dtype=int32), 26, array([563, 127], dtype=int32), 27, array([313, 139], dtype=int32), 28, array([312, 169], dtype=int32), 29, array([311, 198], dtype=int32), 30, array([310, 231], dtype=int32), 31, array([259, 298], dtype=int32), 32, array([285, 303], dtype=int32), 33, array([312, 307], dtype=int32), 34, array([339, 303], dtype=int32), 35, array([366, 300], dtype=int32), 36, array([132, 183], dtype=int32), 37, array([161, 159], dtype=int32), 38, array([197, 155], dtype=int32), 39, array([235, 172], dtype=int32), 40, array([199, 181], dtype=int32), 41, array([163, 186], dtype=int32), 42, array([395, 171], dtype=int32), 43, array([431, 154], dtype=int32), 44, array([468, 156], dtype=int32), 45, array([499, 181], dtype=int32), 46, array([467, 184], dtype=int32), 47, array([430, 180], dtype=int32), 48, array([206, 432], dtype=int32), 49, array([248, 390], dtype=int32), 50, array([286, 370], dtype=int32), 51, array([316, 376], dtype=int32), 52, array([346, 369], dtype=int32), 53, array([385, 388], dtype=int32), 54, array([427, 428], dtype=int32), 55, array([383, 437], dtype=int32), 56, array([346, 436], dtype=int32), 57, array([315, 438], dtype=int32), 58, array([284, 437], dtype=int32), 59, array([247, 439], dtype=int32), 60, array([223, 428], dtype=int32), 61, array([286, 406], dtype=int32), 62, array([316, 406], dtype=int32), 63, array([346, 404], dtype=int32), 64, array([410, 424], dtype=int32), 65, array([345, 405], dtype=int32), 66, array([315, 406], dtype=int32), 67, array([285, 406], dtype=int32)]
13;002,002_28,[0, array([ 42, 244], dtype=int32), 1, array([ 46, 316], dtype=int32), 2, array([ 54, 387], dtype=int32), 3, array([ 65, 459], dtype=int32), 4, array([ 92, 528], dtype=int32), 5, array([136, 583], dtype=int32), 6, array([201, 622], dtype=int32), 7, array([274, 650], dtype=int32), 8, array([356, 653], dtype=int32), 9, array([438, 637], dtype=int32), 10, array([508, 601], dtype=int32), 11, array([572, 560], dtype=int32), 12, array([617, 503], dtype=int32), 13, array([643, 432], dtype=int32), 14, array([650, 356], dtype=int32), 15, array([651, 278], dtype=int32), 16, array([650, 202], dtype=int32), 17, array([ 86, 144], dtype=int32), 18, array([110,  96], dtype=int32), 19, array([161,  77], dtype=int32), 20, array([216,  76], dtype=int32), 21, array([269,  89], dtype=int32), 22, array([351,  79], dtype=int32), 23, array([405,  61], dtype=int32), 24, array([463,  55], dtype=int32), 25, array([518,  69], dtype=int32), 26, array([557, 109], dtype=int32), 27, array([312, 150], dtype=int32), 28, array([313, 193], dtype=int32), 29, array([314, 235], dtype=int32), 30, array([315, 279], dtype=int32), 31, array([260, 337], dtype=int32), 32, array([291, 345], dtype=int32), 33, array([325, 351], dtype=int32), 34, array([359, 339], dtype=int32), 35, array([392, 324], dtype=int32), 36, array([147, 191], dtype=int32), 37, array([173, 166], dtype=int32), 38, array([207, 162], dtype=int32), 39, array([242, 179], dtype=int32), 40, array([210, 187], dtype=int32), 41, array([176, 193], dtype=int32), 42, array([398, 165], dtype=int32), 43, array([429, 143], dtype=int32), 44, array([463, 142], dtype=int32), 45, array([494, 160], dtype=int32), 46, array([465, 168], dtype=int32), 47, array([431, 168], dtype=int32), 48, array([232, 453], dtype=int32), 49, array([271, 430], dtype=int32), 50, array([307, 417], dtype=int32), 51, array([336, 421], dtype=int32), 52, array([363, 412], dtype=int32), 53, array([405, 417], dtype=int32), 54, array([457, 432], dtype=int32), 55, array([412, 457], dtype=int32), 56, array([373, 466], dtype=int32), 57, array([343, 470], dtype=int32), 58, array([314, 472], dtype=int32), 59, array([276, 470], dtype=int32), 60, array([250, 451], dtype=int32), 61, array([309, 438], dtype=int32), 62, array([338, 437], dtype=int32), 63, array([366, 432], dtype=int32), 64, array([439, 433], dtype=int32), 65, array([369, 438], dtype=int32), 66, array([340, 442], dtype=int32), 67, array([311, 443], dtype=int32)]
14;002,002_3,[0, array([ -1, 284], dtype=int32), 1, array([  5, 357], dtype=int32), 2, array([ 16, 431], dtype=int32), 3, array([ 30, 506], dtype=int32), 4, array([ 59, 574], dtype=int32), 5, array([108, 633], dtype=int32), 6, array([174, 670], dtype=int32), 7, array([261, 683], dtype=int32), 8, array([350, 676], dtype=int32), 9, array([436, 666], dtype=int32), 10, array([511, 641], dtype=int32), 11, array([567, 601], dtype=int32), 12, array([599, 538], dtype=int32), 13, array([612, 467], dtype=int32), 14, array([615, 391], dtype=int32), 15, array([614, 315], dtype=int32), 16, array([611, 242], dtype=int32), 17, array([ 51, 175], dtype=int32), 18, array([ 72, 123], dtype=int32), 19, array([124,  96], dtype=int32), 20, array([182,  97], dtype=int32), 21, array([233, 120], dtype=int32), 22, array([333, 112], dtype=int32), 23, array([387,  89], dtype=int32), 24, array([445,  84], dtype=int32), 25, array([500, 104], dtype=int32), 26, array([532, 146], dtype=int32), 27, array([293, 190], dtype=int32), 28, array([299, 246], dtype=int32), 29, array([305, 299], dtype=int32), 30, array([312, 355], dtype=int32), 31, array([249, 402], dtype=int32), 32, array([282, 409], dtype=int32), 33, array([315, 416], dtype=int32), 34, array([346, 406], dtype=int32), 35, array([375, 396], dtype=int32), 36, array([112, 223], dtype=int32), 37, array([138, 201], dtype=int32), 38, array([175, 199], dtype=int32), 39, array([207, 218], dtype=int32), 40, array([176, 227], dtype=int32), 41, array([140, 231], dtype=int32), 42, array([382, 209], dtype=int32), 43, array([412, 187], dtype=int32), 44, array([448, 185], dtype=int32), 45, array([478, 203], dtype=int32), 46, array([452, 213], dtype=int32), 47, array([416, 214], dtype=int32), 48, array([207, 533], dtype=int32), 49, array([243, 499], dtype=int32), 50, array([282, 482], dtype=int32), 51, array([320, 490], dtype=int32), 52, array([358, 480], dtype=int32), 53, array([398, 489], dtype=int32), 54, array([438, 514], dtype=int32), 55, array([404, 532], dtype=int32), 56, array([366, 544], dtype=int32), 57, array([326, 550], dtype=int32), 58, array([287, 549], dtype=int32), 59, array([247, 545], dtype=int32), 60, array([221, 529], dtype=int32), 61, array([283, 512], dtype=int32), 62, array([321, 513], dtype=int32), 63, array([360, 507], dtype=int32), 64, array([422, 514], dtype=int32), 65, array([362, 512], dtype=int32), 66, array([322, 519], dtype=int32), 67, array([284, 517], dtype=int32)]
15;002,002_2,[0, array([ 38, 170], dtype=int32), 1, array([ 40, 236], dtype=int32), 2, array([ 46, 299], dtype=int32), 3, array([ 54, 365], dtype=int32), 4, array([ 73, 429], dtype=int32), 5, array([108, 483], dtype=int32), 6, array([160, 526], dtype=int32), 7, array([225, 553], dtype=int32), 8, array([299, 559], dtype=int32), 9, array([375, 553], dtype=int32), 10, array([442, 529], dtype=int32), 11, array([498, 493], dtype=int32), 12, array([535, 442], dtype=int32), 13, array([552, 380], dtype=int32), 14, array([557, 317], dtype=int32), 15, array([560, 252], dtype=int32), 16, array([562, 187], dtype=int32), 17, array([ 84, 113], dtype=int32), 18, array([117,  84], dtype=int32), 19, array([164,  78], dtype=int32), 20, array([211,  85], dtype=int32), 21, array([258, 102], dtype=int32), 22, array([341, 106], dtype=int32), 23, array([387,  89], dtype=int32), 24, array([436,  83], dtype=int32), 25, array([484,  89], dtype=int32), 26, array([520, 119], dtype=int32), 27, array([296, 156], dtype=int32), 28, array([295, 194], dtype=int32), 29, array([294, 232], dtype=int32), 30, array([293, 271], dtype=int32), 31, array([246, 305], dtype=int32), 32, array([269, 313], dtype=int32), 33, array([294, 319], dtype=int32), 34, array([320, 313], dtype=int32), 35, array([345, 306], dtype=int32), 36, array([136, 165], dtype=int32), 37, array([165, 152], dtype=int32), 38, array([198, 153], dtype=int32), 39, array([229, 174], dtype=int32), 40, array([194, 179], dtype=int32), 41, array([161, 177], dtype=int32), 42, array([373, 174], dtype=int32), 43, array([404, 155], dtype=int32), 44, array([437, 155], dtype=int32), 45, array([468, 168], dtype=int32), 46, array([439, 180], dtype=int32), 47, array([405, 179], dtype=int32), 48, array([198, 391], dtype=int32), 49, array([237, 376], dtype=int32), 50, array([271, 367], dtype=int32), 51, array([296, 373], dtype=int32), 52, array([318, 366], dtype=int32), 53, array([354, 375], dtype=int32), 54, array([398, 389], dtype=int32), 55, array([359, 412], dtype=int32), 56, array([322, 423], dtype=int32), 57, array([298, 425], dtype=int32), 58, array([271, 423], dtype=int32), 59, array([236, 414], dtype=int32), 60, array([214, 392], dtype=int32), 61, array([270, 395], dtype=int32), 62, array([296, 398], dtype=int32), 63, array([319, 395], dtype=int32), 64, array([384, 391], dtype=int32), 65, array([321, 393], dtype=int32), 66, array([298, 396], dtype=int32), 67, array([271, 393], dtype=int32)]
16;002,002_16,[0, array([ 23, 193], dtype=int32), 1, array([ 31, 277], dtype=int32), 2, array([ 45, 358], dtype=int32), 3, array([ 64, 439], dtype=int32), 4, array([ 93, 517], dtype=int32), 5, array([139, 582], dtype=int32), 6, array([204, 631], dtype=int32), 7, array([276, 665], dtype=int32), 8, array([357, 671], dtype=int32), 9, array([437, 652], dtype=int32), 10, array([511, 612], dtype=int32), 11, array([576, 558], dtype=int32), 12, array([621, 488], dtype=int32), 13, array([646, 407], dtype=int32), 14, array([655, 322], dtype=int32), 15, array([657, 236], dtype=int32), 16, array([653, 151], dtype=int32), 17, array([77, 96], dtype=int32), 18, array([113,  56], dtype=int32), 19, array([167,  46], dtype=int32), 20, array([220,  61], dtype=int32), 21, array([275,  78], dtype=int32), 22, array([354,  67], dtype=int32), 23, array([408,  41], dtype=int32), 24, array([463,  20], dtype=int32), 25, array([522,  22], dtype=int32), 26, array([568,  56], dtype=int32), 27, array([318, 130], dtype=int32), 28, array([321, 180], dtype=int32), 29, array([324, 228], dtype=int32), 30, array([327, 280], dtype=int32), 31, array([275, 338], dtype=int32), 32, array([304, 345], dtype=int32), 33, array([335, 349], dtype=int32), 34, array([366, 341], dtype=int32), 35, array([395, 330], dtype=int32), 36, array([141, 162], dtype=int32), 37, array([173, 139], dtype=int32), 38, array([210, 134], dtype=int32), 39, array([250, 154], dtype=int32), 40, array([214, 166], dtype=int32), 41, array([175, 172], dtype=int32), 42, array([400, 142], dtype=int32), 43, array([435, 116], dtype=int32), 44, array([473, 115], dtype=int32), 45, array([509, 134], dtype=int32), 46, array([477, 149], dtype=int32), 47, array([438, 149], dtype=int32), 48, array([227, 470], dtype=int32), 49, array([270, 440], dtype=int32), 50, array([310, 420], dtype=int32), 51, array([340, 428], dtype=int32), 52, array([370, 419], dtype=int32), 53, array([413, 434], dtype=int32), 54, array([464, 456], dtype=int32), 55, array([418, 483], dtype=int32), 56, array([376, 496], dtype=int32), 57, array([344, 501], dtype=int32), 58, array([313, 501], dtype=int32), 59, array([272, 494], dtype=int32), 60, array([246, 469], dtype=int32), 61, array([311, 456], dtype=int32), 62, array([342, 458], dtype=int32), 63, array([372, 453], dtype=int32), 64, array([445, 457], dtype=int32), 65, array([372, 457], dtype=int32), 66, array([341, 461], dtype=int32), 67, array([311, 461], dtype=int32)]
17;002,002_37,[0, array([ 27, 193], dtype=int32), 1, array([ 33, 259], dtype=int32), 2, array([ 37, 323], dtype=int32), 3, array([ 41, 389], dtype=int32), 4, array([ 56, 450], dtype=int32), 5, array([ 89, 502], dtype=int32), 6, array([139, 537], dtype=int32), 7, array([206, 556], dtype=int32), 8, array([283, 561], dtype=int32), 9, array([361, 563], dtype=int32), 10, array([430, 547], dtype=int32), 11, array([484, 515], dtype=int32), 12, array([520, 466], dtype=int32), 13, array([538, 409], dtype=int32), 14, array([547, 347], dtype=int32), 15, array([556, 286], dtype=int32), 16, array([565, 222], dtype=int32), 17, array([ 81, 130], dtype=int32), 18, array([118, 102], dtype=int32), 19, array([166,  96], dtype=int32), 20, array([212, 104], dtype=int32), 21, array([259, 123], dtype=int32), 22, array([351, 125], dtype=int32), 23, array([397, 110], dtype=int32), 24, array([442, 107], dtype=int32), 25, array([488, 117], dtype=int32), 26, array([521, 150], dtype=int32), 27, array([300, 177], dtype=int32), 28, array([298, 218], dtype=int32), 29, array([296, 258], dtype=int32), 30, array([293, 299], dtype=int32), 31, array([248, 336], dtype=int32), 32, array([270, 343], dtype=int32), 33, array([292, 351], dtype=int32), 34, array([315, 346], dtype=int32), 35, array([340, 339], dtype=int32), 36, array([140, 186], dtype=int32), 37, array([169, 169], dtype=int32), 38, array([204, 170], dtype=int32), 39, array([234, 194], dtype=int32), 40, array([200, 200], dtype=int32), 41, array([165, 198], dtype=int32), 42, array([368, 198], dtype=int32), 43, array([399, 178], dtype=int32), 44, array([433, 178], dtype=int32), 45, array([461, 199], dtype=int32), 46, array([433, 208], dtype=int32), 47, array([399, 206], dtype=int32), 48, array([185, 414], dtype=int32), 49, array([227, 400], dtype=int32), 50, array([263, 391], dtype=int32), 51, array([293, 399], dtype=int32), 52, array([321, 392], dtype=int32), 53, array([356, 403], dtype=int32), 54, array([397, 422], dtype=int32), 55, array([357, 446], dtype=int32), 56, array([321, 454], dtype=int32), 57, array([291, 455], dtype=int32), 58, array([259, 452], dtype=int32), 59, array([223, 443], dtype=int32), 60, array([200, 418], dtype=int32), 61, array([263, 419], dtype=int32), 62, array([293, 422], dtype=int32), 63, array([321, 421], dtype=int32), 64, array([382, 424], dtype=int32), 65, array([320, 423], dtype=int32), 66, array([292, 424], dtype=int32), 67, array([262, 421], dtype=int32)]
18;002,002_43,[0, array([  0, 195], dtype=int32), 1, array([  7, 262], dtype=int32), 2, array([ 21, 326], dtype=int32), 3, array([ 37, 390], dtype=int32), 4, array([ 63, 449], dtype=int32), 5, array([105, 498], dtype=int32), 6, array([163, 535], dtype=int32), 7, array([231, 557], dtype=int32), 8, array([308, 557], dtype=int32), 9, array([382, 544], dtype=int32), 10, array([441, 514], dtype=int32), 11, array([491, 471], dtype=int32), 12, array([524, 417], dtype=int32), 13, array([541, 352], dtype=int32), 14, array([549, 285], dtype=int32), 15, array([555, 217], dtype=int32), 16, array([553, 147], dtype=int32), 17, array([ 55, 133], dtype=int32), 18, array([ 88, 105], dtype=int32), 19, array([131,  91], dtype=int32), 20, array([177,  91], dtype=int32), 21, array([222, 100], dtype=int32), 22, array([317,  86], dtype=int32), 23, array([361,  68], dtype=int32), 24, array([407,  58], dtype=int32), 25, array([454,  65], dtype=int32), 26, array([493,  90], dtype=int32), 27, array([276, 150], dtype=int32), 28, array([281, 192], dtype=int32), 29, array([285, 235], dtype=int32), 30, array([290, 277], dtype=int32), 31, array([242, 317], dtype=int32), 32, array([268, 320], dtype=int32), 33, array([293, 324], dtype=int32), 34, array([317, 317], dtype=int32), 35, array([339, 309], dtype=int32), 36, array([114, 175], dtype=int32), 37, array([143, 152], dtype=int32), 38, array([179, 149], dtype=int32), 39, array([211, 173], dtype=int32), 40, array([179, 182], dtype=int32), 41, array([143, 185], dtype=int32), 42, array([346, 158], dtype=int32), 43, array([375, 127], dtype=int32), 44, array([411, 122], dtype=int32), 45, array([443, 141], dtype=int32), 46, array([417, 156], dtype=int32), 47, array([381, 160], dtype=int32), 48, array([193, 405], dtype=int32), 49, array([230, 375], dtype=int32), 50, array([268, 356], dtype=int32), 51, array([293, 360], dtype=int32), 52, array([318, 352], dtype=int32), 53, array([355, 364], dtype=int32), 54, array([391, 390], dtype=int32), 55, array([359, 419], dtype=int32), 56, array([326, 437], dtype=int32), 57, array([298, 442], dtype=int32), 58, array([271, 442], dtype=int32), 59, array([233, 430], dtype=int32), 60, array([212, 403], dtype=int32), 61, array([270, 395], dtype=int32), 62, array([295, 393], dtype=int32), 63, array([320, 390], dtype=int32), 64, array([374, 392], dtype=int32), 65, array([321, 393], dtype=int32), 66, array([295, 398], dtype=int32), 67, array([269, 398], dtype=int32)]
19;002,002_47,[0, array([ 15, 257], dtype=int32), 1, array([ 20, 328], dtype=int32), 2, array([ 30, 399], dtype=int32), 3, array([ 41, 469], dtype=int32), 4, array([ 61, 536], dtype=int32), 5, array([ 95, 593], dtype=int32), 6, array([148, 639], dtype=int32), 7, array([216, 665], dtype=int32), 8, array([294, 672], dtype=int32), 9, array([374, 670], dtype=int32), 10, array([444, 650], dtype=int32), 11, array([499, 608], dtype=int32), 12, array([537, 554], dtype=int32), 13, array([562, 487], dtype=int32), 14, array([576, 416], dtype=int32), 15, array([586, 344], dtype=int32), 16, array([591, 271], dtype=int32), 17, array([ 76, 136], dtype=int32), 18, array([116, 101], dtype=int32), 19, array([170,  93], dtype=int32), 20, array([223, 103], dtype=int32), 21, array([273, 125], dtype=int32), 22, array([359, 128], dtype=int32), 23, array([409, 107], dtype=int32), 24, array([461, 102], dtype=int32), 25, array([512, 114], dtype=int32), 26, array([545, 151], dtype=int32), 27, array([312, 190], dtype=int32), 28, array([311, 229], dtype=int32), 29, array([309, 266], dtype=int32), 30, array([307, 306], dtype=int32), 31, array([252, 368], dtype=int32), 32, array([278, 371], dtype=int32), 33, array([305, 375], dtype=int32), 34, array([331, 372], dtype=int32), 35, array([357, 370], dtype=int32), 36, array([134, 210], dtype=int32), 37, array([164, 188], dtype=int32), 38, array([202, 186], dtype=int32), 39, array([235, 212], dtype=int32), 40, array([200, 222], dtype=int32), 41, array([162, 223], dtype=int32), 42, array([387, 217], dtype=int32), 43, array([422, 192], dtype=int32), 44, array([461, 193], dtype=int32), 45, array([490, 218], dtype=int32), 46, array([461, 229], dtype=int32), 47, array([422, 227], dtype=int32), 48, array([199, 488], dtype=int32), 49, array([237, 458], dtype=int32), 50, array([276, 438], dtype=int32), 51, array([303, 446], dtype=int32), 52, array([328, 440], dtype=int32), 53, array([367, 463], dtype=int32), 54, array([404, 497], dtype=int32), 55, array([365, 517], dtype=int32), 56, array([327, 524], dtype=int32), 57, array([299, 525], dtype=int32), 58, array([271, 522], dtype=int32), 59, array([234, 510], dtype=int32), 60, array([217, 487], dtype=int32), 61, array([275, 474], dtype=int32), 62, array([302, 477], dtype=int32), 63, array([328, 477], dtype=int32), 64, array([387, 495], dtype=int32), 65, array([326, 479], dtype=int32), 66, array([301, 480], dtype=int32), 67, array([274, 478], dtype=int32)]
20;002,002_34,[0, array([-11, 241], dtype=int32), 1, array([ -3, 307], dtype=int32), 2, array([  9, 371], dtype=int32), 3, array([ 24, 434], dtype=int32), 4, array([ 48, 492], dtype=int32), 5, array([ 93, 536], dtype=int32), 6, array([163, 558], dtype=int32), 7, array([241, 564], dtype=int32), 8, array([318, 561], dtype=int32), 9, array([392, 556], dtype=int32), 10, array([456, 538], dtype=int32), 11, array([513, 505], dtype=int32), 12, array([546, 452], dtype=int32), 13, array([558, 385], dtype=int32), 14, array([558, 315], dtype=int32), 15, array([558, 246], dtype=int32), 16, array([552, 178], dtype=int32), 17, array([ 27, 140], dtype=int32), 18, array([58, 97], dtype=int32), 19, array([111,  75], dtype=int32), 20, array([167,  71], dtype=int32), 21, array([220,  87], dtype=int32), 22, array([305,  77], dtype=int32), 23, array([354,  51], dtype=int32), 24, array([408,  44], dtype=int32), 25, array([462,  54], dtype=int32), 26, array([502,  87], dtype=int32), 27, array([272, 136], dtype=int32), 28, array([278, 181], dtype=int32), 29, array([285, 224], dtype=int32), 30, array([292, 269], dtype=int32), 31, array([240, 327], dtype=int32), 32, array([269, 333], dtype=int32), 33, array([296, 337], dtype=int32), 34, array([323, 326], dtype=int32), 35, array([346, 314], dtype=int32), 36, array([ 84, 176], dtype=int32), 37, array([113, 146], dtype=int32), 38, array([153, 140], dtype=int32), 39, array([193, 160], dtype=int32), 40, array([158, 170], dtype=int32), 41, array([118, 179], dtype=int32), 42, array([346, 145], dtype=int32), 43, array([383, 117], dtype=int32), 44, array([423, 117], dtype=int32), 45, array([456, 138], dtype=int32), 46, array([426, 148], dtype=int32), 47, array([388, 149], dtype=int32), 48, array([196, 441], dtype=int32), 49, array([237, 414], dtype=int32), 50, array([275, 397], dtype=int32), 51, array([301, 404], dtype=int32), 52, array([329, 392], dtype=int32), 53, array([372, 403], dtype=int32), 54, array([417, 419], dtype=int32), 55, array([378, 439], dtype=int32), 56, array([339, 447], dtype=int32), 57, array([309, 451], dtype=int32), 58, array([281, 453], dtype=int32), 59, array([242, 453], dtype=int32), 60, array([211, 439], dtype=int32), 61, array([276, 424], dtype=int32), 62, array([303, 424], dtype=int32), 63, array([331, 419], dtype=int32), 64, array([403, 420], dtype=int32), 65, array([334, 421], dtype=int32), 66, array([305, 425], dtype=int32), 67, array([279, 426], dtype=int32)]
